tt_kotrt	jm	sug	sugmqor	sfr	prq	psuq	citut	m	tarik_hosfa	ktovt
עיר חגלה	חגלה	עיר	פסוק	במדבר	כז	1	..בנות צלפחד בן חפר בן גלעד בן מכיר בן מנשה ..מחלה נעה וחגלה ומלכה ותרצה	אביתר כהן	2004.9.22 19:01:38	xglh
עיר חדשה	חדשה	עיר	פסוק	יהושע	טו	37	צנן וחדשה ומגדל-גד	אביתר כהן	2005.3.8 19:46:49	xdjh
עיר חדתה	חדתה	עיר	פסוק	יהושע	טו	25	וחצור חדתה וקריות חצרון היא חצור	אביתר כהן	2005.3.8 19:18:23	xdth
עיר חלאה	חלאה	עיר	פסוק	דברי הימים א	ד	5	ולאשחור אבי תקוע היו שתי נשים חלאה ונערה	אביתר כהן	2004.8.29 19:26:16	xlah
עיר חלאם	חלאם	עיר				0			2006.11.20 12:03:00	xlam
עיר חלב	חלב	עיר	פסוק	שופטים	א	31	.ואת-אחלב ואת-אכזיב ואת-חלבה ואת-אפיק ואת-רחב.	אביתר כהן	2004.9.21 19:01:24	xlb
עיר חלבה	חלבה	עיר				0			2006.11.20 12:03:00	xlbh
עיר חלה	חלה	עיר	פסוק	מיכה	א	12	כי-חלה לטוב יושבת מרות כי-ירד רע מאת ה' לשער ירושלם	אביתר כהן	2004.8.25 19:20:55	xlh
עיר חלחול	חלחול	עיר	פסוק	יהושע	טו	58	חלחול בית-צור וגדור	אביתר כהן	2004.8.25 19:28:05	xlxwl
עיר חלי	חלי	עיר	פסוק	יהושע	יט	25	ויהי גבולם חלקת וחלי ובטן ואכשף	אביתר כהן	2004.8.25 19:16:12	xly
עיר חלן	חלן	עיר	פסוק	יהושע	טו	51	וגשן וחלן וגלה	אביתר כהן	2004.8.25 19:24:56	xln
עיר חלף	חלף	עיר	פסוק	יהושע	יט	33	ויהי גבולם מחלף מאלון בצעננים ואדמי הנקב ויבנאל עד-לקום ..	אביתר כהן	2004.11.8 18:16:11	xlp
עיר חלק	חלק	עיר	פסוק	במדבר	כו	30	אלה בני גלעד... לחלק משפחת החלקי...	אביתר כהן	2004.8.29 02:56:07	xlq
עיר חלקת	חלקת	עיר	פסוק	יהושע	יט	25	ויהי גבולם חלקת וחלי ובטן ואכשף	אביתר כהן	2004.8.25 18:38:39	xlqt
עיר חמון	חמון	עיר	פסוק	יהושע	יט	28	ועברן ורחב וחמון וקנה עד צידון רבה	אביתר כהן	2004.9.1 19:19:24	xmwn
עיר חמטה	חמטה	עיר	פסוק	יהושע	טו	54	וחמטה וקרית ארבע היא חברון וציער	אביתר כהן	2005.3.8 20:23:34	xmfh
עיר חמת	חמת	עיר	פסוק	יהושע	יט	35	וערי מבצר הצדים צר וחמת רקת וכנרת	אביתר כהן	2004.9.1 19:21:44	xmt
עיר חנתן	חנתן	עיר	פסוק	יהושע	יט	14	ונסב אתו הגבול מצפון חנתן והיו תצאתיו גי יפתח-אל	אביתר כהן	2004.11.16 19:25:04	xntn
עיר חסה	חסה	עיר	פסוק	יהושע	יט	29	ושב הגבול הרמה ועד-עיר מבצר-צר ושב הגבול חסה	אביתר כהן	2004.9.7 19:33:39	xsh
עיר חפר	חפר	עיר	פסוק	יהושע	יז	2	לבני מנשה ..לבני אביעזר ולבני-חלק ולבני אשריאל ולבני-שכם ולבני-חפר ולבני שמידע	אביתר כהן	2004.10.4 19:19:22	xpr
עיר חפרים	חפרים	עיר	פסוק	יהושע	יט	19	וחפרים ושיאון ואנחרת	אביתר כהן	2004.11.16 19:53:06	xprym
עיר חצור	חצור	עיר	פסוק	יהושע	יט	36	ואדמה והרמה וחצור	אביתר כהן	2004.11.8 18:34:45	xcwr
עיר חקק	חקק	עיר	פסוק	יהושע	יט	34	ושב הגבול ימה אזנות תבור ויצא משם חקקה ופגע בזבולן מנגב ובאשר פגע מים וביהודה	אביתר כהן	2004.8.25 18:44:11	xqq
עיר חרם	חרם	עיר	פסוק	יהושע	יט	38	ויראון ומגדל-אל חרם ובית-ענת ובית שמש ..	אביתר כהן	2004.11.8 18:44:15	xrm
עיר חרמה	חרמה	עיר	פסוק	יהושע	טו	30	ואלתולד וכסיל וחרמה	אביתר כהן	2005.3.8 19:28:02	xrmh
עיר חרשה	חרשה	עיר	פסוק	שמואל א	כג	15	וירא דוד כי-יצא שאול לבקש את-נפשו ודוד במדבר-זיף בחרשה	אביתר כהן	2004.8.29 18:32:45	xrjh
עיר חרשים	חרשים	עיר	פסוק	דברי הימים א	ד	14	ומעונתי הוליד את-עפרה ושריה הוליד את-יואב אבי גיא חרשים כי חרשים היו	אביתר כהן	2004.8.29 18:35:59	xrjym
עיר חרשת	חרשת	עיר	פסוק	שופטים	ד	2	וימכרם ה' ביד יבין מלך-כנען אשר מלך בחצור ושר-צבאו סיסרא והוא יושב בחרשת הגוים	אביתר כהן	2004.8.29 18:34:42	xrjt
עיר חשבון	חשבון	עיר	פסוק	יהושע	יג	16	חשבון וכל-עריה אשר במישור דיבון ובמות בעל ובית בעל מעון	אביתר כהן	2005.3.7 19:07:49	xjbwn
עיר חשמון	חשמון	עיר	פסוק	יהושע	טו	27	וחצר גדה וחשמון ובית פלט	אביתר כהן	2005.3.8 19:22:51	xjmwn
עיר חשמונה	חשמונה	עיר	פסוק	במדבר	לג	29	ויסעו ממתקה ויחנו בחשמנה : ויסעו מחשמנה ויחנו במסרות	אביתר כהן	2005.3.30 12:52:07	xjmwnh
עיר טבח	טבח	עיר	פסוק	בראשית	כב	24	ופילגשו ושמה ראומה ותלד גם הוא את טבח ואת גחם ואת תחש ואת מעכה	אביתר כהן	2004.8.29 18:17:22	fbx
עיר טבת	טבת	עיר	פסוק	שופטים	ז	23	..וינס המחנה עד-בית השטה צררתה עד שפת-אבל מחולה על-טבת:	אביתר כהן	2004.8.29 18:16:16	fbt
עיר טוב	טוב	עיר	פסוק	מיכה	א	13	כי-חלה לטוב יושבת מרות כי-ירד רע מאת ה' לשער ירושלם	אביתר כהן	2004.8.29 18:14:59	fwb
עיר טלאים	טלאים	עיר	פסוק	שמואל א	טו	4	וישמע שאול את העם ויפקדם בטלאים מאתים אלף רגלי ועשרת אלפים את איש יהודה	אביתר כהן	2005.3.30 12:39:00	flaym
עיר טלם	טלם	עיר	פסוק	יהושע	טו	24	זיף וטלם ובעלות	אביתר כהן	2005.3.8 19:17:16	flm
עיר יבלעם	יבלעם	עיר	פסוק	יהושע	יז	11	ויהי למנשה ביששכר ובאשר בית-שאן ..ויבלעם .. דאר .. עין-דר .. תענך .. מגדו ..	אביתר כהן	2004.9.22 18:52:28	yblem
עיר יבנאל	יבנאל	עיר	פסוק	יהושע	יט	33	ויהי גבולם מחלף מאלון בצעננים ואדמי הנקב ויבנאל עד-לקום ..	אביתר כהן	2004.11.8 18:17:15	ybnal
עיר יגבהה	יגבהה	עיר	פסוק	במדבר	לב	35	ויהי להם הגבול ואת עטרת שופן ואת יעזר ויגבהה	אביתר כהן	2005.3.7 20:04:46	ygbhh
עיר יגור	יגור	עיר	פסוק	יהושע	טו	21	..אל-גבול אדום בנגבה קבצאל ועדר ויגור	אביתר כהן	2005.3.8 19:09:00	ygwr
עיר ידאלה	ידאלה	עיר	פסוק	יהושע	יט	15	וקטת ונהלל ושמרון וידאלה ובית לחם	אביתר כהן	2004.11.16 19:28:25	ydalh
עיר ידבש	ידבש	עיר	פסוק	דברי הימים א	ד	3	ואלה אבי עיטם יזרעאל וישמא וידבש ושם אחותם הצללפוני	אביתר כהן	2005.3.28 16:22:21	ydbj
עיר יהוד	יהוד	עיר	פסוק	יהושע	יט	45	ויהד ובני-ברק וגת-רמון	אביתר כהן	2004.11.9 19:14:47	yhwd
עיר יהץ	יהץ	עיר	פסוק	יהושע	יג	17	ויהצה וקדמת ומפעת	אביתר כהן	2005.3.7 19:11:02	yhc
עיר יוטה	יוטה	עיר	פסוק	יהושע	טו	55	מעון כרמל וזיף ויוטה	אביתר כהן	2005.3.8 20:25:18	ywfh
עיר יזרעאל	יזרעאל	עיר	פסוק	יהושע	יט	18	ויהי גבולם יזרעאלה והכסולות ושונם	אביתר כהן	2004.11.16 19:48:02	yzreal
עיר יטבה	יטבה	עיר	פסוק	מלכים ב	כא	19	..ושם אמו משלמת בת חרוץ מן יטבה	אראל	2006.12.27 13:10:55	yfbh
עיר יטבתה	יטבתה	עיר				0			2006.11.20 12:03:00	yfbth
עיר ימה	ימה	עיר	פסוק	יהושע	יט	11	ועלה גבולם לימה ומרעלה ופגע בדבשת ופגע אל-הנחל אשר על-פני יקנעם	אביתר כהן	2004.11.16 19:05:00	ymh
עיר ימין	ימין	עיר	פסוק	יהושע	יז	7	מאשר המכמתת אשר על-פני שכם והלך הגבול אל-הימין אל-ישבי עין תפוח	אביתר כהן	2004.9.22 18:43:42	ymyn
עיר ינוח	ינוח	עיר	פסוק	יהושע	טז	6	ויצא הגבול הימה המכמתת מצפון ונסב הגבול מזרחה תאנת שלה ועבר אותו ממזרח ינוחה	אביתר כהן	2004.9.21 17:59:22	ynwx
עיר ינים	ינים	עיר	פסוק	יהושע	טו	53	וינים ובית-תפוח ואפקה	אביתר כהן	2005.3.8 20:22:17	ynym
עיר יעזר	יעזר	עיר	פסוק	יהושע	יג	25	ויהי להם הגבול יעזר וכל-ערי הגלעד וחצי ארץ בני עמון	אביתר כהן	2005.3.7 19:55:12	yezr
עיר יפו	יפו	עיר	פסוק	יהושע	יט	46	ומי הירקון והרקון עם-הגבול מול יפו	אביתר כהן	2004.11.9 19:30:24	ypw
עיר יפיע	יפיע	עיר	פסוק	יהושע	יט	12	ושב משריד קדמה מזרח השמש על-גבול כסלת תבר ויצא אל-הדברת ועלה יפיע	אביתר כהן	2004.11.16 19:11:44	ypye
עיר יפלט	יפלט	עיר	פסוק	יהושע	טז	3	וירד ימה אל גבול היפלטי עד גבול בית חורן תחתון	אביתר כהן	2004.9.1 19:15:45	yplf
עיר יפתח	יפתח	עיר	פסוק	יהושע	טו	43	ויפתח ואשנה ונציב	אביתר כהן	2005.3.8 19:54:21	yptx
עיר יקדעם	יקדעם	עיר	פסוק	יהושע	טו	56	ויזרעאל ויקדעם וזנוח	אביתר כהן	2005.3.8 20:26:00	yqdem
עיר יקנעם	יקנעם	עיר	פסוק	יהושע	יט	11	..ופגע אל-הנחל אשר על-פני יקנעם	אביתר כהן	2004.9.5 18:31:52	yqnem
עיר יקתאל	יקתאל	עיר	פסוק	יהושע	טו	38	ודלען והמצפה ויקתאל	אביתר כהן	2005.3.8 19:48:13	yqtal
עיר יראון	יראון	עיר	פסוק	יהושע	יט	38	ויראון ומגדל-אל חרם ובית-ענת ובית שמש ..	אביתר כהן	2004.11.8 18:43:21	yrawn
עיר יריחו	יריחו	עיר	פסוק	יהושע	טז	7	וירד מינוחה עטרות ונערתה ופגע ביריחו ויצא הירדן	אביתר כהן	2004.9.21 18:06:59	yryxw
עיר ירמות	ירמות	עיר	פסוק	יהושע	טו	35	ירמות ועדלם שוכה ועזקה	אביתר כהן	2005.3.8 19:42:07	yrmwt
עיר ירפאל	ירפאל	עיר	פסוק	יהושע	יח	27	ורקם וירפאל ותראלה	אביתר כהן	2004.10.20 19:50:39	yrpal
עיר ירקון	ירקון	עיר	פסוק	יהושע	יט	46	ומי הירקון והרקון עם-הגבול מול יפו	אביתר כהן	2004.11.9 19:30:08	yrqwn
עיר ישבי	ישבי	עיר	פסוק	יהושע	יז	7	מאשר המכמתת אשר על-פני שכם והלך הגבול אל-הימין אל-ישבי עין תפוח	אביתר כהן	2004.8.30 18:26:24	yjby
עיר ישוב	ישוב	עיר	פסוק	דברי הימים א	ז	1	ולבני יששכר תולע ופואה ישוב ושמרון ארבעה	אביתר כהן	2004.8.30 18:23:00	yjwb
עיר יתיר	יתיר	עיר	פסוק	יהושע	טו	48	ובהר שמיר ויתיר ושוכה	אביתר כהן	2005.3.8 20:13:24	ytyr
עיר יתלה	יתלה	עיר	פסוק	יהושע	יט	42	ושעלבין ואילון ויתלה	אביתר כהן	2004.11.9 19:05:06	ytlh
עיר יתנן	יתנן	עיר	פסוק	יהושע	טו	23	וקדש וחצור ויתנן	אביתר כהן	2005.3.8 19:16:13	ytnn
עיר יתר	יתר	עיר	פסוק	שמואל א	ל	29	לאשר בבית-אל ולאשר ברמות-נגב ולאשר ביתר	אביתר כהן	2005.4.4 18:15:29	ytr
עיר כבול	כבול	עיר	פסוק	יהושע	יט	27	בית העמק ונעיאל ויצא אל-כבול משמאל	אביתר כהן	2004.9.1 18:44:28	kbwl
עיר כבון	כבון	עיר	פסוק	יהושע	טו	40	וכבון ולחמס וכתליש	אביתר כהן	2005.3.8 19:50:00	kbwn
עיר כזיב	כזיב	עיר	פסוק	בראשית	לח	5	ותסף עוד ותלד בן ותקרא את שמו שלה והיה בכזיב בלדתה אתו	אביתר כהן	2005.4.3 19:25:20	kzyb
עיר כלנה	כלנה	עיר				0			2006.11.20 12:03:00	klnh
עיר כנרת	כנרת	עיר	פסוק	יהושע	יט	35	וערי מבצר הצדים צר וחמת רקת וכנרת..	אביתר כהן	2004.11.8 18:29:12	knrt
עיר כסולות	כסולות	עיר	פסוק	יהושע	יט	18	ויהי גבולם יזרעאלה והכסולות ושונם	אביתר כהן	2004.11.16 19:48:17	kswlwt
עיר כסיל	כסיל	עיר	פסוק	יהושע	טו	30	ואלתולד וכסיל וחרמה	אביתר כהן	2005.3.8 19:27:50	ksyl
עיר כסלון	כסלון	עיר				0			2006.11.20 12:03:00	kslwn
עיר כסלת	כסלת	עיר	פסוק	יהושע	יט	12	ושב משריד קדמה מזרח השמש על-גבול כסלת תבר ויצא אל-הדברת ועלה יפיע	אביתר כהן	2004.11.16 19:11:03	kslt
עיר כפירה	כפירה	עיר	פסוק	יהושע	יח	26	והמצפה והכפירה והמצה	אביתר כהן	2004.10.20 19:49:45	kpyrh
עיר כפירים	כפירים	עיר	פסוק	נחמיה	ו	2	וישלח סנבלט וגשם אלי לאמר לכה ונועדה יחדו בכפירים בבקעת אונו ..	אביתר כהן	2006.2.13 13:37:53	kpyrym
עיר כרכמיש	כרכמיש	עיר				0			2006.11.20 12:03:00	krkmyj
עיר כרמים	כרמים	עיר	פסוק	שופטים	יא	33	ויכם מערוער ועד-בואך מנית עשרים עיר ועד אבל כרמים.. 	אביתר כהן	2006.2.8 19:58:32	krmym
עיר כרמל	כרמל	עיר	פסוק	יהושע	יט	26	ואלמלך ועמעד ומשאל ופגע בכרמל הימה ובשיחור לבנת	אביתר כהן	2004.8.26 19:54:10	krml
עיר לבאות	לבאות	עיר	פסוק	יהושע	טו	32	ולבאות ושלחים ועין ורמון	אביתר כהן	2005.3.8 19:30:39	lbawt
עיר לבונה	לבונה	עיר	פסוק	שופטים	כא	19	הנה חג-ה' בשלו מימים ימימה אשר מצפונה לבית-אל מזרחה השמש למסלה העלה מבית-אל שכמה ומנגב ללבונה	אביתר כהן	2004.8.29 20:00:35	lbwnh
עיר לבנה	לבנה	עיר	פסוק	יהושע	טו	42	לבנה ועתר ועשן	אביתר כהן	2004.8.29 19:59:38	lbnh
עיר לבנת	לבנת	עיר	פסוק	יהושע	יט	26	ואלמלך ועמעד ומשאל ופגע בכרמל הימה ובשיחור לבנת	אביתר כהן	2004.8.29 19:58:50	lbnt
עיר לוד	לוד	עיר				0			2006.11.20 12:03:00	lwd
עיר לוז	לוז	עיר	פסוק	בראשית	כח	19	ויקרא את שם המקום ההוא בית אל, ואולם לוז שם העיר לראשנה	אביתר כהן	2004.9.26 18:44:01	lwz
עיר לחי	לחי	עיר	פסוק	בראשית	טז	14	על כן קרא לבאר באר לחי ראי הנה בין קדש ובין ברד	אביתר כהן	2005.3.7 21:10:50	lxy
עיר לחית	לחית	עיר	פסוק	ישעיהו	טו	5	לבי למואב יזעק בריחה עד צער עגלת שלשיה כי מעלה הלוחית בבכי יעלה בו כי דרך חורנים זעקת שבר יעערו	אביתר כהן	2005.3.7 21:12:25	lxyt
עיר לחם	לחם	עיר	פסוק	יהושע	טו	40	וכבון ולחמס וכתליש	אביתר כהן	2005.3.8 19:50:12	lxm
עיר ליש	ליש	עיר	פסוק	יהושע	טו	40	וכבון ולחמס וכתליש	אביתר כהן	2005.3.14 23:01:07	lyj
עיר לכיש	לכיש	עיר	פסוק	יהושע	טו	39	לכיש ובצקת ועגלון	אביתר כהן	2005.3.8 19:48:49	lkyj
עיר לשם	לשם	עיר	פסוק	יהושע	יט	47	ויצא גבול-בני-דן מהם ויעלו בני-דן וילחמו עם-לשם וילכדו אותה ..	אביתר כהן	2004.11.9 19:35:19	ljm
עיר מבצר	מבצר	עיר	פסוק	יהושע	יט	35	וערי מבצר הצדים צר וחמת רקת וכנרת	אביתר כהן	2004.11.8 18:28:10	mbcr
עיר מגדו	מגדו	עיר	פסוק	יהושע	יז	11	ויהי למנשה ביששכר ובאשר בית-שאן ..ויבלעם .. דאר .. עין-דר .. תענך .. מגדו ..	אביתר כהן	2004.9.22 18:53:56	mgdw
עיר מגידו	מגידו	עיר				0			2006.11.20 12:03:00	mgydw
עיר מגרון	מגרון	עיר	פסוק	ישעיה	י	28	בא על-עית עבר במגרון למכמש יפקיד כליו	אביתר כהן	2006.2.27 19:13:36	mgrwn
עיר מדין	מדין	עיר	פסוק	יהושע	טו	61	במדבר בית הערבה מדין וסככה	אביתר כהן	2005.3.8 20:31:52	mdyn
עיר מדמנה	מדמנה	עיר	פסוק	יהושע	טו	31	וצקלג ומדמנה וסנסנה	אביתר כהן	2005.3.8 19:29:08	mdmnh
עיר מולדה	מולדה	עיר	פסוק	יהושע	טו	26	אמם ושמע ומולדה	אביתר כהן	2005.3.8 19:21:45	mwldh
עיר מוסרות	מוסרות	עיר				0			2006.11.20 12:03:00	mwsrwt
עיר מורשת	מורשת	עיר	פסוק	מיכה	א	14	לכן תתני שלוחים על מורשת גת בתי אכזיב לאכזב למלכי ישראל	אביתר כהן	2005.4.3 19:39:50	mwrjt
עיר מחולה	מחולה	עיר	פסוק	שופטים	ז	22	..וינס המחנה עד בית השטה צררתה עד שפת אבל מחולה על טבת	אביתר כהן	2004.8.25 19:32:25	mxwlh
עיר מחלה	מחלה	עיר	פסוק	במדבר	כו	33	ושם בנות צלפחד - מחלה ונעה חגלה מלכה ותרצה.	אביתר כהן	2004.8.29 02:57:11	mxlh
עיר מחניים	מחניים	עיר				0			2006.11.20 12:03:00	mxnyym
עיר מחנים	מחנים	עיר	פסוק	יהושע	יג	26	ויהי להם הגבול יעזר ומחשבון עד-רמת המצפה ובטנים וממחנים עד-גבול לדבר	אביתר כהן	2005.3.7 20:00:04	mxnym
עיר מידבא	מידבא	עיר	פסוק	יהושע	יג	15	ויהי להם הגבול מערוער אשר על-שפת-נחל ארנון והעיר אשר בתוך-הנחל וכל-המישר על-מידבא	אביתר כהן	2005.3.7 19:05:04	mydba
עיר מים	מים	עיר	פסוק	דברי הימים ב	טז	4	 .. ויכו את-עיון ואת-דן ואת אבל מים ואת כל-מסכנות ערי נפתלי 	אביתר כהן	2006.2.8 20:24:33	mym
עיר מישור	מישור	עיר	פסוק	יהושע	יג	15	ויהי להם הגבול מערוער אשר על-שפת-נחל ארנון והעיר אשר בתוך-הנחל וכל-המישר על-מידבא	אביתר כהן	2005.3.7 19:04:16	myjwr
עיר מכבנה	מכבנה	עיר	פסוק	דברי הימים א	ב	49	ותלד שעף אבי מדמנה את שוא אבי מכבנה ואבי גבעא ובת כלב עכסה	אביתר כהן	2005.4.3 19:17:22	mkbnh
עיר מכמש	מכמש	עיר	פסוק	שמואל א	יג	2	ויבחר-לו שאול שלשת אלפים מישראל ויהיו עם-שאול אלפים במכמש ובהר בית-אל ..	אביתר כהן	2006.2.27 18:42:33	mkmj
עיר מכמתת	מכמתת	עיר	פסוק	יהושע	טז	6	ויצא הגבול הימה המכמתת מצפון ונסב הגבול מזרחה תאנת שלה ועבר אותו ממזרח ינוחה	אביתר כהן	2004.9.21 17:45:46	mkmtt
עיר מלך	מלך	עיר	פסוק	בראשית	יד	17	..ואת המלכים אשר אתו אל עמק שוה הוא עמק המלך	אביתר כהן	2004.8.29 18:43:02	mlk
עיר מלכה	מלכה	עיר	פסוק	במדבר	כו	33	וצלפחד .. ושם בנות צלפחד מחלה ונעה חגלה מלכה ותרצה:	אביתר כהן	2004.8.29 18:41:44	mlkh
עיר מנחה	מנחה	עיר	פסוק	בראשית	מט	15	 וירא מנחה כי טוב ואת הארץ כי נעמה ויט שכמו לסבל ויהי למס עבד	אביתר כהן	2006.2.8 20:07:55	mnxh
עיר מנחת	מנחת	עיר	פסוק	בראשית	לו	23	ואלה בני שובל עלון ומנחת ועיבל שפו ואונם	אביתר כהן	2006.2.8 20:08:59	mnxt
עיר מנית	מנית	עיר	פסוק	שופטים	יא	33	ויכם מערוער ועד-בואך מנית עשרים עיר ועד אבל כרמים.. 	אביתר כהן	2006.2.8 19:57:41	mnyt
עיר מעון	מעון	עיר	פסוק	יהושע	יג	16	חשבון וכל-עריה אשר במישור דיבון ובמות בעל ובית בעל מעון	אביתר כהן	2005.3.7 19:10:03	mewn
עיר מעכה	מעכה	עיר	פסוק	מלכים א	טו	20	.. ויך את-עיון ואת-דן ואת אבל בית-מעכה ואת כל-כנרות על כל-ארץ נפתלי:	אביתר כהן	2006.2.12 18:13:13	mekh
עיר מערה	מערה	עיר	פסוק	יהושע	יג	4	מתימן כל ארץ הכנעני ומערה אשר לצידנים עד אפקה עד גבול האמרי	אביתר כהן	2005.4.5 20:05:48	merh
עיר מערת	מערת	עיר	פסוק	יהושע	טו	59	ומערת ובית-ענות ואלתקן	אביתר כהן	2005.3.8 20:29:08	mert
עיר מפעת	מפעת	עיר	פסוק	יהושע	יג	17	ויהצה וקדמת ומפעת	אביתר כהן	2005.3.7 19:11:41	mpet
עיר מצה	מצה	עיר	פסוק	יהושע	יח	26	והמצפה והכפירה והמצה	אביתר כהן	2004.10.20 19:49:57	mch
עיר מצפה	מצפה	עיר	פסוק	יהושע	יח	26	והמצפה והכפירה והמצה	אביתר כהן	2004.10.20 19:49:31	mcph
עיר מקדה	מקדה	עיר	פסוק	יהושע	טו	41	וגדרות בית-דגון ונעמה ומקדה	אביתר כהן	2005.3.8 19:51:54	mqdh
עיר מקץ	מקץ	עיר	פסוק	מלכים א	ד	9	בן דקר במקץ ובשעלבים ובית שמש ואילון בית חנן	אביתר כהן	2005.3.28 15:46:15	mqc
עיר מראשה	מראשה	עיר	פסוק	יהושע	טו	44	וקעילה ואכזיב ומראשה	אביתר כהן	2005.3.8 20:01:12	mrajh
עיר מרמה	מרמה	עיר	פסוק	בראשית	לד	13	ויענו בני יעקב את שכם ואת חמור אביו במרמה ..	אביתר כהן	2004.10.4 19:03:29	mrmh
עיר מרעלה	מרעלה	עיר	פסוק	יהושע	יט	11	ועלה גבולם לימה ומרעלה ופגע בדבשת ופגע אל-הנחל אשר על-פני יקנעם	אביתר כהן	2004.11.16 19:05:18	mrelh
עיר מרשה	מרשה	עיר	פסוק	מיכה	א	15	עד הירש אבי לך יושבת מרשה עד עדלם יבוא כבוד ישראל	אביתר כהן	2005.4.3 19:38:00	mrjh
עיר משאל	משאל	עיר	פסוק	יהושע	יט	26	ואלמלך ועמעד ומשאל ופגע בכרמל הימה ובשיחור לבנת	אביתר כהן	2004.8.26 20:40:11	mjal
עיר משאת	משאת	עיר	פסוק	ירמיה	ו	1	העזו בני בנימן מקרב ירושלם ובתקוע תקעו שופר ועל-בית הכרם שאו משאת.. 	אביתר כהן	2006.2.8 20:02:54	mjat
עיר מתאר	מתאר	עיר	פסוק	יהושע	יט	13	ומשם עבר קדמה מזרחה גתה חפר עתה קצין ויצא רמון המתאר הנעה	אביתר כהן	2004.11.16 19:18:10	mtar
עיר נבו	נבו	עיר	פסוק	במדבר	לב	38	ואת נבו ואת בעל מעון מוסבת שם ואת שבמה	אביתר כהן	2005.3.7 19:18:09	nbw
עיר נבשן	נבשן	עיר	פסוק	יהושע	טו	62	והנבשן ועיר-המלח ועין גדי	אביתר כהן	2005.3.8 20:32:46	nbjn
עיר נהלול	נהלול	עיר				0			2006.11.20 12:03:00	nhlwl
עיר נהלל	נהלל	עיר	פסוק	יהושע	יט	15	וקטת ונהלל ושמרון וידאלה ובית לחם	אביתר כהן	2004.11.16 19:27:48	nhll
עיר נוב	נוב	עיר				0			2006.11.20 12:03:00	nwb
עיר נובח	נובח	עיר				0			2006.11.20 12:03:00	nwbx
עיר נינוה	נינוה	עיר				0			2006.11.20 12:03:00	nynwh
עיר נמרה	נמרה	עיר	פסוק	יהושע	יג	27	ויהי להם הגבול ובעמק בית הרם ובית נמרה וסכות וצפון	אביתר כהן	2005.3.7 20:02:38	nmrh
עיר נעה	נעה	עיר	פסוק	יהושע	יט	13	..גתה חפר עתה קצין ויצא רמון המתאר הנעה	אביתר כהן	2004.9.1 18:42:50	neh
עיר נעיאל	נעיאל	עיר	פסוק	יהושע	יט	27	ופגע בזבולן ובגי יפתח-אל צפונה בית העמק ונעיאל	אביתר כהן	2004.9.1 18:41:16	neyal
עיר נעמה	נעמה	עיר	פסוק	יהושע	טו	41	וגדרות בית-דגון ונעמה ומקדה	אביתר כהן	2005.3.8 19:51:39	nemh
עיר נערה	נערה	עיר	פסוק	יהושע	טז	7	וירד מינוחה עטרות ונערתה ופגע ביריחו ויצא הירדן	אביתר כהן	2004.9.21 18:01:44	nerh
עיר נערן	נערן	עיר	פסוק	דברי הימים א	ז	28	..ומשבותם בית-אל .. ולמזרח נערן ולמערב גזר .. ושכם .. עד-עיה	אביתר כהן	2004.9.26 18:54:04	nern
עיר נציב	נציב	עיר	פסוק	יהושע	טו	43	ויפתח ואשנה ונציב	אביתר כהן	2005.3.8 19:55:03	ncyb
עיר נקב	נקב	עיר	פסוק	יהושע	יט	33	ויהי גבולם מחלף מאלון בצעננים ואדמי הנקב ויבנאל עד-לקום ..	אביתר כהן	2004.11.8 18:16:59	nqb
עיר סדום	סדום	עיר				0			2006.11.20 12:03:00	sdwm
עיר סוכות	סוכות	עיר	פסוק	יהושע	יג	27	ויהי להם הגבול ובעמק בית הרם ובית נמרה וסכות וצפון	אביתר כהן	2005.3.7 20:02:53	swkwt
עיר סככה	סככה	עיר	פסוק	יהושע	טו	61	במדבר בית הערבה מדין וסככה	אביתר כהן	2005.3.8 20:32:04	skkh
עיר סלע	סלע	עיר	פסוק	שופטים	א	36	וגבול האמרי ממעלה עקרבים מהסלע ומעלה	אביתר כהן	2005.4.3 18:55:01	sle
עיר סנסנה	סנסנה	עיר	פסוק	יהושע	טו	31	וצקלג ומדמנה וסנסנה	אביתר כהן	2005.3.8 19:29:30	snsnh
עיר סעיף	סעיף	עיר	פסוק	שופטים	טו	8	ויך אותם שוק על ירך מכה גדולה וירד וישב בסעיף סלע עיטם	אביתר כהן	2005.4.4 18:11:46	seyp
עיר עבדון	עבדון	עיר	פסוק	יהושע	כא	30	וממטה אשר את משאל ואת מגרשה את עבדון	אביתר כהן	2004.9.1 18:53:24	ebdwn
עיר עברונה	עברונה	עיר				0			2006.11.20 12:03:00	ebrwnh
עיר עברן	עברן	עיר	פסוק	יהושע	יט	28	ועברן ורחב וחמון וקנה עד צידון רבה	אביתר כהן	2004.9.1 18:46:22	ebrn
עיר עגלון	עגלון	עיר	פסוק	יהושע	טו	39	לכיש ובצקת ועגלון	אביתר כהן	2005.3.8 19:49:16	eglwn
עיר עדולם	עדולם	עיר	פסוק	יהושע	טו	35	ירמות ועדלם שוכה ועזקה	אביתר כהן	2004.9.22 19:53:30	edwlm
עיר עדיתים	עדיתים	עיר	פסוק	יהושע	טו	36	ושערים ועדיתים והגדרה	אביתר כהן	2005.3.8 19:45:34	edytym
עיר עדעדה	עדעדה	עיר	פסוק	יהושע	טו	22	וקינה ודימונה ועדעדה	אביתר כהן	2005.3.8 19:13:03	ededh
